Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
King's,"Kurji, Patna","Fast Food, Rolls, Burger, Beverages",₹300 for two,https://www.zomato.com/patna/kings-kurji/info,Patna,"3rd Floor, P & M Mall, Patliputra Road, Kurji, Patna",11am – 10pm,"+916122270054,+917004212627",4.0,27,4.4,369
Nukkad Fast Food,"Rukanpura, Patna","Chinese, Sichuan, Momos, Rolls, North Indian",₹450 for two,https://www.zomato.com/patna/nukkad-fast-food-1-rukanpura/info,Patna,"Van Vihar Colony, Ashiana Nagar, Phase 2, Near N. T. P. C, Rukanpura, Patna",Opens at 11:30am,+918235861505,3.5,7,3.7,481
Cafe 11 To 11,"Phulwari Sharif, Patna","Sandwich, Momos, Pizza, Burger, Fast Food, Chinese, Beverages",₹350 for two,https://www.zomato.com/patna/cafe-11-to-11-phulwari-sharif/info,Patna,"Millat Market, Near Thana Golambar, Phulwari Sharif, Patna",Opens at 11:45am,"+918697400456,+918051311211",3.6,35,3.5,"1,206"
Afra Tafri,"Kidwaipuri, Patna","Cafe, Coffee, Tea, Beverages, Fast Food, North Indian",₹600 for two,https://www.zomato.com/patna/afra-tafri-kidwaipuri/info,Patna,"1st Floor, Rai Complex, Budha Colony, Near Panchmukhi Mandir, East Boring Canal Road, Kidwaipuri, Patna",11am – 12midnight,+919334235793,3.3,62,3.9,"5,123"
Champaran Meat House TM,"Kankarbagh, Patna","North Indian, Biryani",₹400 for two,https://www.zomato.com/patna/champaran-meat-house-tm-kankarbagh/info,Patna,"0/45, Doctor's Colony, Kankarbagh, Patna",10am – 10pm,+919430294067,4.1,305,4.0,"6,664"
Food Factory,"Kurji, Patna","Fast Food, Chinese, North Indian, Biryani, Salad, Rolls, Momos",₹400 for two,https://www.zomato.com/patna/food-factory-kurji/info,Patna,"3rd Floor, P & M Mall, Patliputra Road, Kurji, Patna",10:30am – 10:30pm,"+917321805663,+919135984473,+918579080547",3.6,35,4.2,60
Chetan Hotel,"Sadikpur, Patna","North Indian, Chinese, Seafood",₹200 for two,https://www.zomato.com/patna/chetan-hotel-sadikpur/info,Patna,"Mahavir Ghat, Patna City Court, Sadikpur, Patna",11am – 10pm,+919308574909,3.4,6,-,0
Pyne Square,"Kankarbagh, Patna","North Indian, Chinese, Fast Food, Pizza, Burger, Biryani, Desserts","₹1,000 for two",https://www.zomato.com/patna/pyne-square-1-kankarbagh/info,Patna,"8, Jai Parshu Villa, Lohiya Nagar, Gaytri Mandir Road, Kankarbagh, Patna",Opens at 12:15pm,+919308003925,3.9,4,4.3,70
Shantilal's Restaurant,"Mainpura, Patna","North Indian, South Indian, Chinese, Fast Food, Bakery, Sandwich, Burger, Desserts",₹550 for two,https://www.zomato.com/patna/shantilals-restaurant-mainpura/info,Patna,"Ground Floor, 1st Floor, 2nd Floor, Rajapur Pul Chaurha, Boring Canal Road, Mainpura, Patna",9am – 10pm,+919534303303,-,0,3.4,264
Orange Inn,"Kankarbagh, Patna","Chinese, North Indian, Mughlai, Biryani, Pizza, Bakery, South Indian, Desserts",₹700 for two,https://www.zomato.com/patna/orange-inn-2-kankarbagh/info,Patna,"Munna Chowk, Kankarbagh, Patna",7:30am – 10:30pm,"+919708274712,+918340431697",4.2,201,4.0,"6,210"
Cafe Green Eye - Hotel The Panache,"Hotel The Panache, Golambar, Patna","North Indian, Continental, Chinese","₹1,400 for two",https://www.zomato.com/patna/cafe-green-eye-hotel-the-panache-golambar/info,Patna,"South Gandhi Maidan, Near Ram Gulam Chowk, Golambar, Patna",Opens at 12noon,"+917544002957,+919117700033",4.3,103,4.2,53
The Artisan House - Bakery & Cafe,"Kidwaipuri, Patna","Cafe, Coffee, Bakery, Continental, Italian, Fast Food, Beverages, Desserts","₹1,000 for two",https://www.zomato.com/patna/the-artisan-house-bakery-cafe-kidwaipuri/info,Patna,"4th Floor, Kaviraman Path, Nageshwar Colony, Kidwaipuri, Patna",11am – 11pm,+919117419999,4.0,123,4.2,152
Chicago Pizza,"Mithapur, Patna","Pizza, Pasta, Fast Food, Beverages",₹350 for two,https://www.zomato.com/patna/chicago-pizza-mithapur/info,Patna,"Shop 4 & 5, Ram Nagar, Opposite Jakkanpur Thana, Mithapur, Patna",9:30am – 10:30pm,+919386389680,-,2,3.9,221
Patna Rasoi,"Fraser Road Area, Patna","South Indian, North Indian, Chinese",₹550 for two,https://www.zomato.com/patna/patna-rasoi-fraser-road-area/info,Patna,"Marwari Awas Griha Campus, Near Bank of India, Fraser Road Area, Patna",9:30am – 9:30pm,"+916122209911,+919006976666",4.2,261,4.0,"3,278"
Kolkata Biryani,"Golambar, Patna",Biryani,₹300 for two,https://www.zomato.com/patna/kolkata-biryani-golambar/info,Patna,"Musallahpur, Sai Chowk, Rampur Nahar Road, Golambar, Patna",11am – 11pm,"+918583833512,+919873336725",2.9,18,4.0,"5,240"
Red Chilli,"Anisabad, Patna","Chinese, Mughlai, Rolls, North Indian",₹500 for two,https://www.zomato.com/patna/red-chilli-1-anisabad/info,Patna,"UFO Mall, Anisabad, Patna",11am – 11pm,+917488448896,4.0,87,3.7,14.3K
Geetanjali Vihar Restaurant,"Khajpura, Patna","Chinese, South Indian, Ice Cream, Beverages",₹300 for two,https://www.zomato.com/patna/geetanjali-vihar-restaurant-khajpura/info,Patna,"1st Floor, Pragati Tower, Danapur- Khagaul Road, Opposite St. Karen's Secondary School, Khajpura, Patna",11am – 10pm,+919709730997,-,3,4.0,368
Dark Delight Restaurant & Cafe,"Anandpuri, Patna","North Indian, Biryani, Burger, Pizza, Street Food, Chinese, Desserts, Shake","₹1,200 for two",https://www.zomato.com/patna/dark-delight-restaurant-cafe-anandpuri/info,Patna,"Krishna Apartment, Boring Road, Anandpuri, Patna",Opens at 11:45am,+919090626228,3.6,4,4.2,188
Panda Junction,"P&M Mall, Kurji, Patna","Fast Food, Shake",₹400 for two,https://www.zomato.com/patna/panda-junction-kurji/info,Patna,"Shop 2, P&M Mall, Compound Area, Patliputra Colony, Kurji, Patna",11am – 10pm,+917258913091,3.6,14,4.3,83
