Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Kitrakuisine,"Rani Ka Bagh, Amritsar","Fast Food, Burger, Pizza",₹400 for two,https://www.zomato.com/amritsar/kitrakuisine-rani-ka-bagh/info,Amritsar,"Toris Building, Opposite Uppal Hospital, Rani Ka Bagh, Amritsar","12midnight – 4am, 1pm – 12midnight","+919256587188,+919256587188",3.0,5,3.8,"2,801"
The Yellow Chilli,"Ranjit Avenue, Amritsar","North Indian, Chinese, Continental, Desserts, Sichuan, Italian","₹1,200 for two",https://www.zomato.com/amritsar/the-yellow-chilli-ranjit-avenue/info,Amritsar,"108, GRD Towers, District Shopping Center, Ranjit Avenue, Amritsar",11am – 11:30pm,"+911835057777,+919517117575,+919592225346",3.6,393,3.7,"1,349"
La Romano Pizzeria,"GNDU Area, Amritsar","Pizza, Pasta, Italian, Beverages",₹300 for two,https://www.zomato.com/amritsar/la-romano-pizzeria-gndu-area/info,Amritsar,"13, Near Kabir Park, GNDU Area, Amritsar",11am – 11pm,+911835017070,-,0,-,0
BABA'S,"Ranjit Avenue, Amritsar","North Indian, Chinese, Mughlai, Biryani, Asian, Continental, Roast Chicken, Cafe","₹1,000 for two",https://www.zomato.com/amritsar/babas-ranjit-avenue/info,Amritsar,"SCO 74, District Shopping Complex, Basement Mahindra Showroom, Ranjit Avenue, Amritsar",12noon – 11:30pm,"+917697000048,+918872008944",New,4,4.0,6
Yummy Tummy,"Modern Colony, Amritsar","Fast Food, Burger",₹150 for two,https://www.zomato.com/amritsar/yummy-tummy-modern-colony/info,Amritsar,"Shop 11, Rakba Kala, Ghanupur Road, Khandwala Chowk Modern Colony, Amritsar",12noon – 10pm,+919988669791,4.2,107,4.5,"1,357"
Taal Restaurant,"Ranjit Avenue, Amritsar","Seafood, Salad, Roast Chicken, North Indian, Italian, Biryani, Momos",₹500 for two,https://www.zomato.com/amritsar/taal-restaurant-ranjit-avenue/info,Amritsar,"District Shopping Centre, Ranjit Avenue, Amritsar","12:30pm – 3:30pm, 7pm – 11:30pm","+911832504610,+911832504611,+919417216197",2.8,18,3.9,14
Chai Churi,"Ranjit Avenue, Amritsar","Tea, Chinese, Pizza, Fast Food, Street Food, Coffee, Shake, Beverages",₹350 for two,https://www.zomato.com/amritsar/chai-churi-ranjit-avenue/info,Amritsar,"SCO-121, D Block, Ranjit Avenue, Amritsar",9am – 11:30pm,+918054416945,-,0,4.0,6
Eldorado,"Ranjit Avenue, Amritsar","North Indian, Chinese, Biryani, Continental, Fast Food, Ice Cream, Burger, Sandwich",₹800 for two,https://www.zomato.com/amritsar/eldorado-ranjit-avenue/info,Amritsar,"SCF 17-18, C Block Market, Near Brijwasi, Ranjit Avenue, Amritsar",11am – 11pm,"+911832503309,+919988165847,+918968213030",4.0,423,4.0,"8,249"
Burgrill - The Win Win Burger,"GNDU Area, Amritsar","Burger, Healthy Food, Wraps, Fast Food, Beverages",₹400 for two,https://www.zomato.com/amritsar/burgrill-the-win-win-burger-gndu-area/info,Amritsar,"SCF 15, Ground Floor, GNDU Area, Amritsar","12midnight – 1am, 11am – 12midnight",+917340813847,3.5,12,4.3,"1,720"
Pizza Club,"Majitha Road, Amritsar","Pizza, Sandwich, Fast Food, Burger",₹300 for two,https://www.zomato.com/amritsar/pizza-club-majitha-road/info,Amritsar,"Majitha Road Byepass, Opposite Akashdeep Hospital, Majitha Road, Amritsar",11am – 10pm,+919877536617,3.7,8,4.3,66
Muscleholics,"Ranjit Avenue, Amritsar","Healthy Food, Salad, Sandwich, Wraps, Beverages",₹450 for two,https://www.zomato.com/amritsar/muscleholics-1-ranjit-avenue/info,Amritsar,"C- Block Market, Ranjit Avenue, Amritsar",8:30am – 10:30pm,+917347200025,3.1,14,4.3,"8,835"
Pizza Italia,"Lawrence Road, Amritsar","Italian, Pizza, Burger, Sandwich, Salad, Beverages",₹550 for two,https://www.zomato.com/amritsar/pizza-italia-lawrence-road/info,Amritsar,"Main Market, Lawrence Road, Amritsar",11am – 11pm,"+911835050012,+911835050011",4.2,404,-,0
