Restaurant_Name,Locality,Cuisines,Average_Cost_for_two,Restaurant_Url,City,Address,Available_Time,Contact_Number,Dining_Ratings,Dining_Votes,Delivery_Ratings,Delivery_Votes
Dock 66,"Whitefield, Bangalore","North Indian, South Indian","₹1,800 for two",https://www.zomato.com/bangalore/dock-66-1-whitefield-bangalore/info,Bangalore,"36/2 & 36/3, Kundanahalli Village, EPIP Zone, Doddanakundi, Whitefield, Bangalore",12noon – 1am,+917625084590,4.2,592,-,1
Bhola & Blonde,"Indiranagar, Bangalore","North Indian, Lucknowi, Mughlai, Biryani, Fast Food, Desserts","₹1,900 for two",https://www.zomato.com/bangalore/bhola-blonde-indiranagar-bangalore/info,Bangalore,"968, 2nd Floor, HAL 2nd Stage, 12th Main Road, Indiranagar, Bangalore",12noon – 1am,+919867211199,4.0,"1,448",2.8,31
SLAY Coffee Bar,"Miraya Rose, Bangalore","Cafe, Coffee, Beverages, Fast Food",₹600 for two,https://www.zomato.com/bangalore/slay-coffee-bar-whitefield-bangalore/info,Bangalore,"Miraya Rose, Palm Meadows, Siddapura, Whitefield, Bangalore",7am – 11pm,+918197250792,4.2,353,3.8,"1,169"
Delhi Highway,"Indiranagar, Bangalore","North Indian, Chinese, Street Food, Kebab, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/delhi-highway-indiranagar/info,Bangalore,"951, 12th Main Road, HAL 2nd Stage, Indiranagar, Bangalore","12noon – 3:30pm, 7pm – 10:30pm","+918042111151,+917676025367,+918217400276",4.1,"7,353",3.9,"3,955"
Down Town Tap Room,"Brigade Road, Bangalore","Continental, Pizza, Burger, Fast Food, Biryani, Desserts, Bar Food, Beverages","₹1,700 for two",https://www.zomato.com/bangalore/down-town-tap-room-1-brigade-road-bangalore/info,Bangalore,"41, 42, Residency, Brigade Road, Bangalore",12noon – 12midnight,"+918042180231,+918050311212",4.6,922,-,0
Maya,"Jayanagar, Bangalore","Asian, North Indian, Chinese, Thai, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/maya-1-jayanagar-bangalore/info,Bangalore,"60, 38th Cross, 10th Main Road, 5th Block, Near DTDC, Jayanagar, Bangalore",12noon – 11pm,+916363459411,4.4,950,4.2,138
Big Barrel BrewPub,"Rajarajeshwari Nagar, Bangalore","Chinese, Salad, North Indian, Oriental, Mexican, Italian, Continental, Beverages","₹2,000 for two",https://www.zomato.com/bangalore/big-barrel-brewpub-rajarajeshwari-nagar-bangalore/info,Bangalore,"199/20/1/A, 2nd & 3rd Floor, Dr. Vishnuvardhan Road, Near Top In Town Hyper Bazaar, Rajarajeshwari Nagar, Bangalore",12noon – 12:30am,"+916366466444,+916364666618,+919916312693",4.3,"2,407",3.8,141
Itasian,"Jakkur, Bangalore","Italian, Asian, Chinese, Sushi, Burger, Fast Food, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/itasian-jakkur-bangalore/info,Bangalore,"Sri Venkateshpura Layout, Sampigehalli, Jakkur, Bangalore",12noon – 11pm,+919663113502,4.4,89,3.6,74
Shao - Radisson Blu,"Radisson Blu, Marathahalli, Bangalore","Thai, Japanese, Chinese, Asian, Sichuan, Beverages","₹3,500 for two",https://www.zomato.com/bangalore/shao-radisson-blu-marathahalli-bangalore/info,Bangalore,"90/4, Munnekollaly Village, Outer Ring Road, Marathahalli, Bangalore","12:30pm – 3pm, 6:30pm – 10:30pm","+919731477816,+918105232975,+919731476113",4.4,642,3.7,68
Light Of Italy,"HSR, Bangalore","Italian, Pizza, Pasta, Ice Cream, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/light-of-italy-hsr-bangalore/info,Bangalore,"669, 13th Cross, 27th Main Road, HSR, Bangalore",11am – 11:30pm,+919019358401,4.3,264,3.7,33
Kappa Chakka Kandhari,"Koramangala 6th Block, Bangalore","Kerala, South Indian, Desserts, Beverages","₹1,800 for two",https://www.zomato.com/bangalore/kappa-chakka-kandhari-koramangala-6th-block-bangalore/info,Bangalore,"438, 18th Main Road, Koramangala 6th Block, Bangalore","11:30am – 4pm, 7pm – 10pm",+916364671010,4.3,632,-,0
The Kind Roastery & Brew Room,"JP Nagar, Bangalore","Cafe, Coffee, Desserts, Asian, Pizza, Tea, Beverages, Pasta",₹500 for two,https://www.zomato.com/bangalore/the-kind-roastery-brew-room-jp-nagar-bangalore/info,Bangalore,"1316/F, 9th Cross, 80 Feet Road, JP Nagar, Bangalore",8am – 11pm,+918042112800,4.5,321,3.7,71
Tiamo - Conrad Bengaluru,"Conrad Bengaluru, Ulsoor, Bangalore","Italian, Mediterranean, Fast Food","₹3,000 for two",https://www.zomato.com/bangalore/tiamo-conrad-bengaluru-ulsoor/info,Bangalore,"Conrad Bengaluru, Kensington Road, Someshwarpura, Ulsoor, Bangalore",11am – 11pm,"+918884463280,+918884463819",4.0,685,-,0
153 Biere Street,"Whitefield, Bangalore","Asian, Continental, North Indian, Malaysian, Italian, Desserts","₹2,000 for two",https://www.zomato.com/bangalore/153-biere-street-whitefield-bangalore/info,Bangalore,"153, Hagadur Main Road, Whitefield, Bangalore",12noon – 11pm,"+919845887454,+919986280199",4.2,"4,829",4.1,485
Boteco Restaurante Brasileiro,"MG Road, Bangalore","Brazilian, Steak, Salad, Finger Food, Desserts, Coffee, Beverages","₹3,500 for two",https://www.zomato.com/bangalore/boteco-restaurante-brasileiro-1-mg-road-bangalore/info,Bangalore,"16/3, Ground Floor, Commissariat Road, Near MG Road, Bangalore",8am – 12midnight,"+918792045444,+918792046444",4.3,376,-,0
Monk's Bar & Social,"BTM, Bangalore","Bar Food, South Indian, Asian, European, Italian, North Indian, Desserts, Beverages","₹1,000 for two",https://www.zomato.com/bangalore/monks-bar-social-1-btm-bangalore/info,Bangalore,"172/1, 6th Floor, Vegacity Mall, BTM, Bangalore",12noon – 11:30pm,+919964411555,4.5,416,2.9,8
Caffé Allora,"Phoenix Marketcity Bangalore, Whitefield, Bangalore","Pizza, Italian, Pasta","₹1,500 for two",https://www.zomato.com/bangalore/caffé-allora-kr-puram-bangalore/info,Bangalore,"2nd Floor, Phoenix Marketcity, Whitefield Main Road, KR Puram, Bangalore",1pm – 11:30pm,"+919986694971,+919962012771,+919152829912",4.4,"1,399",4.1,208
Sugar Factory Reloaded,"Koramangala 5th Block, Bangalore","North Indian, Continental, Italian, Chinese, Asian, American","₹1,800 for two",https://www.zomato.com/bangalore/sugar-factory-reloaded-koramangala-5th-block-bangalore/info,Bangalore,"93/ A, Appek Building, 4th B Cross Road, Koramangala 5th Block, Bangalore","12midnight – 12:30am, 12noon – 12midnight","+918971234794,+918904706356",3.9,"1,453",-,4
LOFT38,"Indiranagar, Bangalore","Italian, BBQ, Asian, North Indian, Fast Food, Beverages","₹2,000 for two",https://www.zomato.com/LOFT38/info,Bangalore,"763, 100 Feet Road, HAL 2nd Stage, Indiranagar, Bangalore","12midnight – 12:30am, 11:30am – 12midnight",+918884532000,4.2,"4,902",4.0,11
